"Рекомендуемые товары";"Сопутствующие товары";"Артикул";"Короткое название"
"БОЛЬШЕВИК пирожное Медвежонок Барни шоколад 150 г";"BARILLA макароны Spaghetti №5 500 г;SEN SOY набор для приготовления суши;МАКФА крупа Манная 700 г";140265;"MILKA шоколад молочный с круглым печеньем Oreo, со вкусом ванили 92 г"
"БОЛЬШЕВИК пирожное Медвежонок Барни шоколад 30 г";"BARILLA макароны Spaghettini №3 500 г;SEN SOY панировочные хлопья Tempura 100 г;МАКФА крупа Перловая 400 г";140266;"MILKA шоколад молочный С Соленым Крекером TUC 87 г"
"CHIPICAO пирожное Гадкий Я бисквитное 64 г";"BARILLA макароны Stelline №27 500 г;SEN SOY приправа Васаби классический 43 г;МАКФА крупа пшеничная Полтавская 400 г";140267;"NUTELLA шоколадная паста 180 г"
"LOTTE пирожное Choco Pie Cacao в шоколадной глазури 336 г";"BARILLA макароны Tortiglioni №83 500 г;SEN SOY рисовая бумага 100 г;МАКФА крупа Пшено 400 г";140268;"NUTELLA шоколадная паста 350 г"
"LOTTE пирожное Choco Pie в шоколадной глазури 336 г";"GRAND DI PASTA макароны Campanelle 500 г;SEN SOY Рисовый уксус 220 г;МАКФА крупа Ячневая 400 г";140269;"NUTELLA шоколадная паста 630 г"
"ORION пирожное Choco Pie Dark в шоколадной глазури 360 г";"GRAND DI PASTA макароны Cavatappi 500 г;SEN SOY соевый соус Для Суши 250 мл;МАКФА рис Длиннозерный 400 г";140270;"NUTELLA шоколадная паста &Go + хлебные палочки 54 г"
"ORION пирожное Choko-Pie Chocochip & Orange 360 г";"GRAND DI PASTA макароны Conchiglie Rigate 500 г;SEN SOY соевый соус Классический 1 л;МАКФА рис Длиннозерный обработанный паром 800 г";140271;"PERFETTI VAN MELLE ирис Meller с белым шоколадом 38 г"
"ORION пирожное Choko-Pie в шоколадной глазури 120 г";"GRAND DI PASTA макароны Farfalle 500 г;SEN SOY соевый соус Классический 220 мл;МАКФА рис круглозерный 400 г";140272;"PERFETTI VAN MELLE ирис Meller с шоколадом 38 г"
"ORION пирожное Choko-Pie в шоколадной глазури 180 г";"GRAND DI PASTA макароны Fettuccine 500 г;SEN SOY соевый соус Классический 250 мл;МАКФА рис Круглозерный 800 г";140273;"PICNIC шоколадный батончик 38 г"
"ORION пирожное Choko-Pie в шоколадной глазури 360 г";"GRAND DI PASTA макароны Fusilli 500 г;SEN SOY соевый соус Легкий 250 мл;МАКФА рис шлифованный длиннозерный обработанный паром 400 г";140274;"RITTER SPORT шоколад белый Extra Nut Цельный Лесной Орех и Хлопья 100 г"
"БОЛЬШЕВИК пирожное Медвежонок Барни молоко 150 г";"GRAND DI PASTA макароны Penne 500 г;SEN SOY соевый соус Пряный 250 мл;НАЦИОНАЛЬ Булгур 450 г";140275;"RITTER SPORT шоколад горький с Марципаном 100 г"
"БОЛЬШЕВИК пирожное Медвежонок Барни вареная сгущенка 150 г";"GRAND DI PASTA макароны Spaghetti 500 г;SEN SOY соевый соус Терияки Премиум 220 мл;НАЦИОНАЛЬ чечевица Арабская 450 г";140276;"RITTER SPORT шоколад молочный Альпийское Молоко 100 г"
"АКУЛЬЧЕВ пирожное Macaron со вкусом черники 1,2кг";"GRAND DI PASTA макароны Tubetti 500 г;SEN SOY соус Chapchae для обжарки лапши 80 г;НАЦИОНАЛЬ чечевица Красная 450 г";140277;"RITTER SPORT шоколад молочный Extra Nut Цельный Лесной Орех 100 г"
"7 DAYS пирожное Chipicao со вкусом ванили 64г";"МАКФА гнезда Капеллини 450 г;SEN SOY Соус Хрен-Васаби 100 г;НАЦИОНАЛЬ чечевица Зеленая 450 г";140278;"RITTER SPORT шоколад молочный Extra Nut Цельный Миндаль 100 г"
"7 DAYS рулет бисквитный Лесные ягоды 300 г";"МАКФА гнезда Тальятелле 450 г;SEN SOY соус Карри для курицы 120 г;НАЦИОНАЛЬ фасоль Белая 450 г";140279;"RITTER SPORT шоколад молочный Goldschatz 250 г"
"7 DAYS рулет бисквитный Черешня 300 г";"МАКФА лазанья Двойная Волна 500 г;SEN SOY соус Кисло-сладкий для курицы 120 г;НАЦИОНАЛЬ фасоль Красная 450 г";140280;"RITTER SPORT шоколад молочный Макадамия 100 г"
"7 DAYS рулет бисквитный Вареная сгущенка 300 г";"МАКФА макароны Бантики 400 г;SEN SOY соус Легкий 150 мл;НАЦИОНАЛЬ Горох 900 г";140281;"RITTER SPORT шоколад молочный Малина и Йогурт 100 г"
"7 DAYS рулет бисквитный Капуччино 300 г";"МАКФА макароны Цветочки 450 г;SEN SOY соус Original 150 мл;НАЦИОНАЛЬ Гречка Алтайская 800 г";140282;"RITTER SPORT шоколад молочный Mini Яркая Коллекция 1,4 кг"
"7 DAYS круассан CHIPICAO мини Драконы 50 г";"МАКФА макароны Длинные 500 г;SEN SOY соус Pad Thai для обжарки лапши 80 г;НАЦИОНАЛЬ Киноа 450 г";140283;"RITTER SPORT шоколад молочный Mini Яркая Коллекция 150 г"
"7 DAYS круассан CHIPICAO  мини Драконы 50 г";"МАКФА макароны длинные Спагетти 650 г;SEN SOY соус Рыбный для азиатских блюд 220 мл;НАЦИОНАЛЬ крупа Гречневая ядрица 900 г";140284;"RITTER SPORT шоколад молочный Ром, Изюм, Орех 100 г"
"FRUITTELLA мармелад Tempties 15 шт";"МАКФА макароны длинные Станичные 500 г;SEN SOY соус Терияки 120 г;НАЦИОНАЛЬ крупа Манная 800 г";140285;"RITTER SPORT шоколад молочный с Дробленым лесным орехом 100 г"
"ТУЛЬСКАЯ КФ мармелад Акварель 500 г";"МАКФА макароны Fusilli Спирали 300 г;SEN SOY соус Терияки Сладкий для маринования 320 г;НАЦИОНАЛЬ крупа Пшено 900 г";140286;"RITTER SPORT шоколад молочный С Клубникой в Йогурте 100 г"
"CHUPA CHUPS жевательные конфеты Sour Tubes Mini 70 г";"МАКФА макароны гнезда Капеллини 225 г;SEN SOY соус Терияки Сладкий для обжаривания 320 г;НАЦИОНАЛЬ Кускус 450 г";140287;"RITTER SPORT шоколад молочный с начинкой Карамельный мусс 100 г"
"CHUPA CHUPS жевательный мармелад Cola Tube со вкусом колы 10 г";"МАКФА макароны гнезда Тальятелле 225 г;SEN SOY соус Васаби 245 г;НАЦИОНАЛЬ Маш 450 г";140288;"RITTER SPORT шоколад молочный с начинкой Пралине 100 г"
"FRUITTELLA жевательный мармелад Медвежата 150 г";"МАКФА макароны Гребешки 400 г;SEN SOY соус Wok для обжарки лапши 310 г;НАЦИОНАЛЬ Нут 450 г";140289;"RITTER SPORT шоколад молочный Со Сливочным Печеньем 100 г"
"FRUITTELLA жевательный мармелад Медвежата 70 г";"МАКФА макароны Гребешки 500 г;SEN SOY соус Yakisoba для обжарки лапши 80 г;НАЦИОНАЛЬ Premium рис Басмати 500 г";140290;"RITTER SPORT шоколад темный Элитный 73% 100 г"
"FRUITTELLA жевательный мармелад Сool mix 70 г";"МАКФА макароны Кольца 400 г;SEN SOY соус Якитори для курицы 120 г;НАЦИОНАЛЬ Premium рис Дикий 500 г";140291;"RITTER SPORT шоколад темный Extra Nut Цельный Лесной Орех 100 г"
"BELVITA печенье Утреннее йогуртовая начинка 253 г";"МАКФА макароны Королевские перья 300 г;SEN SOY соус Жгучий Чили 310 г;НАЦИОНАЛЬ Premium рис Ризотто 500 г";140292;"RITTER SPORT шоколад темный Мята 100 г"
"BELVITA печенье Утреннее Медовое с орехами 225 г";"МАКФА макароны Королевские ракушки 300 г;UNCLE BENS соус Терияки 210 г;НАЦИОНАЛЬ Premium рис смесь Золотистого и дикого 500 г";140293;"SWISS ORIGINAL шоколад горький 100 г"
"BELVITA печенье Утреннее Мульти-злаковое 225 г";"МАКФА макароны Лапша 450 г;ЯМЧАН Соус соевый Классический 1 л;НАЦИОНАЛЬ Premium рис Суши 500 г";140294;"SWISS ORIGINAL шоколад горький с Кусочками апельсина 100 г"
"BELVITA печенье Утреннее С какао 225 г";"МАКФА макароны Лазанки 450 г;SEN SOY Суши Нори морские водоросли для приготовления суши и роллов 10 листов 28 г;НАЦИОНАЛЬ Premium рис Жасмин 500 г";140295;"SWISS ORIGINAL шоколад горький с Миндалем 100 г"
"FINETI STICKS вафельные трубочки с орехово-шоколадной начинкой 45 г";"МАКФА макароны Penne Перья 300 г;ЧИМ ЧИМ соус для приготовления Овощей по-тайски 150 г;НАЦИОНАЛЬ рис Адриатика 900 г";140296;"TOBLERONE белый шоколад с медово-миндальной нугой 100 г"
"MILKA печенье ChocoGrain с овсяными хлопьями, покрытое молочным шоколадом 168 г";"МАКФА макароны Перья 400 г;ЯМЧАН соус соевый Сладкий чили 200 мл;НАЦИОНАЛЬ рис Азиатский 900 г";140297;"ВОЗДУШНЫЙ шоколад молочный 85 г"
"MILKA печенье Choko Cookies 168 г";"МАКФА макароны Перья Цельнозерновые 450 г;ЯМЧАН соус соевый 0,5 л;НАЦИОНАЛЬ рис Девзира 800 г";140298;"ВОЗДУШНЫЙ шоколад темный 85 г"
"OREO печенье 38 г";"МАКФА макароны Ракушки 400 г;SEN SOY заправка для баклажанов и грибов по-корейски 80 г;НАЦИОНАЛЬ рис Для плова 900 г";140311;"Lindt шоколад горький Gold с апельсином и миндалем 300 г"
"OREO печенье 95 г";"МАКФА макароны Рожки 400 г;SEN SOY палочки для еды бамбуковые 5 пар;НАЦИОНАЛЬ рис Гигант 800 г";140312;"LINDT GOLD молочный шоколад с цельным фундуком 300 г"
"ORION печенье Choco Boy в шоколадной глазури 45 г";"МАКФА макароны Рожки Экспресс 400 г;ЧИМ ЧИМ корейская заправка для Хе из курицы 60 г;НАЦИОНАЛЬ рис Краснодарский 900 г";140309;"ALPEN GOLD шоколад молочный 90 г"
"ORION печенье Choko boy 100 г";"МАКФА макароны Рожки гладкие 400 г;ЧИМ ЧИМ соус для курицы в сладком чили 90 г;НАЦИОНАЛЬ рис Отборный 900г";140314;"MILKA шоколад молочный Пятнистый Шоколад белый и молочный 90 г"
"ORION печенье Choko boy 45 г";"МАКФА макароны Соломка 400 г;ЧИМ ЧИМ корейская заправка для Хе из рыбы 60 г;НАЦИОНАЛЬ рис Японский 800 г";140316;"MILKA шоколад молочный Цельный Миндаль 90 г"
"ORION печенье Choko boy Сафари 42 г";"МАКФА макароны Spaghetti Спатетти 300 г;ЧИМ ЧИМ соус Якитори для курицы 90 г;НАЦИОНАЛЬ рис Здоровье 800 г";140310;"ALPEN GOLD шоколад молочный Oreo 95 г"
"СОРМОВСКОЕ печенье Сгущенное Молоко 50 г";"МАКФА макароны Спирали 400 г;ЯМЧАН соус соевый Жгучий чили 200 мл;НАЦИОНАЛЬ рис Жасмин 900 г";140315;"MILKA шоколад молочный с цельным фундуком 90 г"
"СОРМОВСКОЕ печенье Сливочное 50 г";"МАКФА макароны Спирали 450 г;ЯМЧАН заправка для фунчозы 40 г;НАЦИОНАЛЬ рис Золотистый 900 г";140313;"MILKA шоколад молочный 90 г"
