"Короткое название";"Цена_Трансазия";"Цена_Розничная";"Оценка товарного запаса";"Артикул";"Показывать товар"
"WELLAFLEX лак для волос Для Чувствительной Кожи Головы сильной фиксации 250 мл";219;274;25;520753;1
"SHOCKWAVES мусс для волос Curls & Waves 200 мл";261;326;25;520636;1
"SHOCKWAVES мусс для волос Volume 200 мл";261;326;25;560151;1
"WELLAFLEX лак для волос Мгновенный Объем экстрасильной фиксации 75 мл";115;144;25;520759;1
"WELLAFLEX гель для волос Power Hold экстремальной фиксации 150 мл";230;288;5;560152;1
"SHOCKWAVES гель-спрей для волос Texture & Shine 150 мл";261;326;25;520628;1
"SHOCKWAVES лак для волос Sleek & Shine 250 мл";261;326;25;520631;1
"WELLAFLEX лак для волос Объем для Тонких Волос суперсильной фиксации 75 мл";115;144;25;570135;1
"SHOCKWAVES гель для волос Tuff Stuff Heat & Sweat Proof 200 мл";261;326;5;520624;1
"SHOCKWAVES лосьон для укладки волос Prfect Blo Dry Volumizer 150 мл";261;326;25;520634;1
"SHOCKWAVES лак для волос Ultimate Hold 400 мл";351;439;25;520632;1
"SHOCKWAVES лак для волос Ultra Strong Power Hold 250 мл";261;326;25;520633;1
"WELLAFLEX мусс для волос Для Чувствительной Кожи Головы сильной фиксации 200 мл";219;274;25;520772;1
"SHOCKWAVES гель-спрей для волос Sea Salt Texture 150 мл";261;326;25;520627;1
"SHOCKWAVES мусс для волос Ultra Strong Hold 200 мл";261;326;15;520637;1
"SHOCKWAVES гель для волос Extra Strong Wet Look 200 мл";261;326;25;520623;1
"SHOCKWAVES гель-спрей для волос Ultra Strong Rock & Hold 150 мл";261;326;25;520629;1
"SHOCKWAVES гель для волос Ultra Strong Power Hold 200 мл";261;326;25;520625;1
"SHOCKWAVES гель-спрей для волос Instant Root Lift 150 мл";261;326;25;520626;1
"SHOCKWAVES крем-гель для волос Ultra Strong Mess Maker 150 мл";261;326;25;520630;1
"SHOCKWAVES воск для укладки волос Surfer Gum 75 мл";261;326;15;570133;1
"SHOCKWAVES моделирующая глина для волос Messy Matt Clay 75 мл";261;326;25;520635;1
"SHOCKWAVES формирующая паста для волос Rough-Cut putty 150 мл";261;326;15;520622;1
"TRESEMME лак для укладки волос Touchable Hold средней фиксации 250 мл";306;382;25;520734;1
"TRESEMME лак для укладки волос Supreme Hold ультра-сильной фиксации 250 мл";306;382;25;520733;1
"TRESEMME лак для укладки волос Max The Hold экстрасильной фиксации 250 мл";306;382;25;520732;1
"TRESEMME мусс для укладки волос средней фиксации 200 мл";306;382;25;520736;1
"TRESEMME мусс для укладки волос сильной фиксации 200 мл";306;382;25;520735;1
"GOT2B стайлинг-спрей для укладки Полный Улет 200 мл";554;692;15;520578;1
"GOT2B мусс для укладки Без Предела 250 мл";464;580;25;520564;1
"GOT2B спрей-мусс для укладки Мегамания 250 мл";464;580;25;520577;1
"GOT2B мусс для укладки Ловушка 250 мл";464;580;25;520565;1
"GOT2B лак для волос Instashine 300 мл";484;605;25;520559;1
"GOT2B лак для волос Агент Glam 275 мл";484;605;25;520556;1
"GOT2B лак для волос Арт-Хаос Текстурирующий 275 мл";484;605;5;520557;1
"GOT2B лак для волос Hour Железная Леди 300 мл";484;605;25;520558;1
"GOT2B лак для волос Стальная Хватка 300 мл";484;605;25;520563;1
"GOT2B лак для волос Мегамания 300 мл";484;605;25;520560;1
"GOT2B спрей для укладки Ловушка Послушные кудряшки 200 мл";470;588;5;520573;1
"GOT2B глина для укладки PhenoMENal Текстурирующая для мужчин 100 мл";478;598;25;520554;1
"GOT2B гель для укладки PhenoMENal для мужчин 150 мл";478;598;25;520552;1
"GOT2B паста для укладки PhenoMENal Моделирующая для мужчин 100 мл";478;598;25;520567;1
"GOT2B спрей для укладки Арт-Хаос Моделирующий 150 мл";444;555;5;520570;1
"GOT2B спрей для укладки Бегущая по волнам Текстурирующий 200 мл";495;619;25;520571;1
"GOT2B пудра для укладки Мгновенный Объем 10 г";357;446;25;520568;1
"GOT2B спрей для укладки Ангел Хранитель 200 мл";495;619;15;520569;1
"GOT2B гель для укладки Стальная хватка 150 мл";452;565;25;520553;1
"GOT2B спрей для укладки Утюжок выпрямляющий 200 мл";470;588;25;520574;1
"GOT2B мусс для укладки Полный Улет 200 мл";464;580;15;520566;1
"TAFT пена для укладки волос Объем №3 Очень Сильная Фиксация 150 мл";283;354;25;520717;1
"TAFT пена для укладки волос Объем №4 Сверхсильная Фиксация 150 мл";283;354;25;520718;1
"TAFT лак для волос Объем 7 Дней №4 Сверхсильная Фиксация 225 мл";294;368;25;520695;1
"TAFT лак для волос Стиль Большого Города Шик Парижа №5 Стойкий Контроль Мегафиксация 225 мл";294;368;25;520705;1
"TAFT лак для волос Стиль Большого Города Гламур Москвы №3 Глянцевый Блеск Сверхсильная Фиксация 225 мл";294;368;25;520704;1
"TAFT лак для волос Стиль Большого Города Стиль Берлина №3 Шикарный Объем Очень Сильная Фиксация 225 мл";294;368;25;520706;1
"TAFT лак для волос Power Экспресс-Укладка №5 Мегафиксация 225 мл";294;368;25;520699;1
"TAFT лак для волос Ultra Control №4 Сверхсильная Фиксация 225 мл";294;368;25;520713;1
