"Артикул";"Короткое название";"Показывать товар";"Цена_Трансазия";"Цена_Розничная"
"140076";"SOBRANIE конфеты Марципан в Горьком Шоколаде 150 г";"1";"193";"241"
"140077";"SOBRANIE конфеты Марципан в Молочном Шоколаде 150 г";"1";"190";"238"
"140080";"TOFFIFEE шоколадные конфеты 250 гр";"1";"264";"330"
"140086";"7 DAYS круассан CHIPICAO Драконы 60 г";"1";"25";"31"
"140087";"7 DAYS круассан CHIPICAO  мини Драконы 50 г";"1";"25";"31"
"140088";"7 DAYS круассан какао 1 шт";"1";"25";"31"
"140089";"7 DAYS круассан какао 4 шт";"1";"73";"91"
"140090";"7 DAYS круассан крем фундук 1 шт";"1";"25";"31"
"140091";"7 DAYS круассан крем фундук 4 шт";"1";"73";"91"
"140092";"7 DAYS круассан ваниль 1 шт";"1";"25";"31"
"140093";"7 DAYS круассан ваниль 4 шт";"1";"73";"91"
"140094";"7 DAYS круассан вареная сгущенка 1 шт";"1";"25";"31"
"140095";"7 DAYS круассан вареная сгущенка 4 шт";"1";"73";"91"
"140096";"7 DAYS мини круассаны черешня 300 г";"1";"77";"96"
"140097";"7 DAYS мини круассаны какао 105 г";"1";"31";"39"
"140098";"7 DAYS мини круассаны какао 300 г";"1";"77";"96"
"140099";"7 DAYS мини круассаны какао-ваниль 105 г";"1";"31";"39"
"140100";"7 DAYS мини круассаны какао-ваниль 300 г";"1";"77";"96"
"140101";"7 DAYS мини круассаны карамель 300 г";"1";"77";"96"
"140102";"7 DAYS мини круассаны клубника 105 г";"1";"31";"39"
"140103";"7 DAYS мини круассаны клубника 300 г";"1";"77";"96"
"140104";"7 DAYS мини круассаны ваниль 105 г";"1";"31";"39"
"140105";"7 DAYS мини круассаны ваниль 300 г";"1";"77";"96"
"140106";"7 DAYS мини круассаны ваниль-вишня 105 г";"1";"31";"39"
"140107";"7 DAYS мини круассаны ваниль-вишня 300 г";"1";"77";"96"
"140108";"7 DAYS мини круассаны вареная сгущенка 105 г";"1";"31";"39"
"140109";"7 DAYS мини круассаны вареная сгущенка 300 г";"1";"77";"96"
"140110";"7 DAYS пирожное Cake Bar какао 1 шт";"1";"13";"16"
"140111";"7 DAYS пирожное Cake Bar клубника 1 шт";"1";"13";"16"
"140112";"7 DAYS пирожное Cake Bar ваниль 1 шт";"1";"14";"18"
"140113";"7 DAYS рулет бисквитный Какао 300 г";"1";"51";"64"
"140114";"7 DAYS рулет бисквитный Клубника 300 г";"1";"51";"64"
"140115";"ACULCHEV пирожное Macarons Dry Какао 40 г";"1";"61";"76"
"140116";"ACULCHEV пирожное Macarons Dry Какао+Клубника со сливками 80 г";"1";"118";"148"
"140117";"ACULCHEV пирожное Macarons Dry Клубника со сливками 40 г";"1";"61";"76"
"140118";"БОЛЬШЕВИК пирожное Медвежонок Барни банан и йогурт 150 г";"1";"97";"121"
"140119";"БОЛЬШЕВИК пирожное Медвежонок Барни бананово-йогуртовый 150 г";"1";"97";"121"
"140120";"БОЛЬШЕВИК пирожное Медвежонок Барни молоко 30 г";"1";"19";"24"
"140121";"БОЛЬШЕВИК пирожное Медвежонок Барни шоколад 150 г";"1";"97";"121"
"140122";"БОЛЬШЕВИК пирожное Медвежонок Барни шоколад 30 г";"1";"19";"24"
"140124";"LOTTE пирожное Choco Pie Cacao в шоколадной глазури 336 г";"1";"102";"128"
"140125";"LOTTE пирожное Choco Pie в шоколадной глазури 336 г";"1";"93";"116"
"140126";"ORION пирожное Choco Pie Dark в шоколадной глазури 360 г";"1";"117";"146"
"140127";"ORION пирожное Choko-Pie Chocochip & Orange 360 г";"1";"127";"159"
"140128";"ORION пирожное Choko-Pie в шоколадной глазури 120 г";"1";"40";"50"
"140129";"ORION пирожное Choko-Pie в шоколадной глазури 180 г";"1";"56";"70"
"140130";"ORION пирожное Choko-Pie в шоколадной глазури 360 г";"1";"106";"132"
"140131";"FRUITTELLA мармелад Tempties 15 шт";"1";"34";"42"
"140133";"BELVITA печенье Утреннее йогуртовая начинка 253 г";"1";"86";"108"
"140134";"BELVITA печенье Утреннее Медовое с орехами 225 г";"1";"74";"92"
"140135";"BELVITA печенье Утреннее Мульти-злаковое 225 г";"1";"74";"92"
"140136";"BELVITA печенье Утреннее С какао 225 г";"1";"74";"92"
"140137";"FINETI STICKS вафельные трубочки с орехово-шоколадной начинкой 45 г";"1";"57";"71"
"140138";"MILKA печенье ChocoGrain с овсяными хлопьями, покрытое молочным шоколадом 168 г";"1";"113";"141"
"140139";"MILKA печенье  Sensations с шоколадной начинкой 156 г";"1";"127";"159"
"140141";"MILKA печенье Choko Cow 200 г";"1";"113";"141"
"140142";"MILKA печенье Soft & Choc с начинкой 175 г";"1";"113";"141"
"140143";"OREO печенье  228 г";"1";"97";"121"
"140144";"OREO печенье 38 г";"1";"20";"25"
"140145";"OREO печенье 95 г";"1";"46";"58"
"140146";"OREO печенье  шоколад 228 г";"1";"58";"72"
"140147";"OREO печенье  шоколад 95 г";"1";"46";"58"
"140148";"ORION печенье Choco Boy в шоколадной глазури 45 г";"1";"33";"41"
"140149";"ORION печенье Choko boy 100 г";"1";"66";"82"
"140150";"ORION печенье Choko boy 45 г";"1";"33";"41"
"140151";"ORION печенье Choko boy Сафари 42 г";"1";"33";"41"
"140156";"TUC крекер Копченые Колбаски 100 г";"1";"50";"62"
"140157";"TUC крекер Оригинальный 100 г";"1";"50";"62"
"140158";"TUC крекер Пицца 100 г";"1";"50";"62"
"140159";"TUC крекер Сыр 100 г";"1";"50";"62"
"140160";"TUC крекер Сыр 21 г";"1";"16";"20"
"140161";"TUC крекер Сметана и Лук 100 г";"1";"50";"62"
"140162";"TUC крекер Сметана и Лук 21 г";"1";"16";"20"
"140164";"WAFF конфета ваффельная с шоколадной начинкой 35 г";"1";"9";"11"
"140164";"WAFF конфета ваффельная с шоколадной начинкой 35 г";"1";"138";"172"
"140165";"ЮБИЛЕЙНОЕ печенье  Молочное 112 г";"1";"23";"29"
"140166";"ЮБИЛЕЙНОЕ печенье Молочное с глазурью 348 г";"1";"85";"106"
"140167";"ЮБИЛЕЙНОЕ печенье  С Глазурью какао 116 г";"1";"34";"42"
"140168";"ЮБИЛЕЙНОЕ печенье  С Глазурью молочное 116 г";"1";"34";"42"
"140169";"ЮБИЛЕЙНОЕ печенье  С Кусочками Клюквы 112 г";"1";"34";"42"
"140170";"ЮБИЛЕЙНОЕ печенье С овсяными хлопьями 313 г";"1";"57";"71"
"140171";"ЮБИЛЕЙНОЕ печенье  С Темной Глазурью 116 г";"1";"34";"42"
"140172";"ЮБИЛЕЙНОЕ печенье С темной глазурью 348 г";"1";"85";"106"
"140173";"ЮБИЛЕЙНОЕ печенье  С Темной Глазурью ореховое 116 г";"1";"34";"42"
"140174";"ЮБИЛЕЙНОЕ печенье  Традиционное 112 г";"1";"23";"29"
"140175";"ЮБИЛЕЙНОЕ печенье традиционное 313 г";"1";"57";"71"
"140190";"PUPO конфеты Апельсин в шоколадной глазури 200 г";"1";"98";"122"
"140191";"PUPO конфеты Дыня в шоколадной глазури 200 г";"1";"137";"171"
"140192";"PUPO конфеты Киви в шоколадной глазури 200 г";"1";"134";"168"
"140193";"PUPO конфеты Медовый Апельсин в сахарной пудре 200 г";"1";"102";"128"
"140194";"RACIONIKA батончик мюсли Diet апельсин 50 г";"1";"58";"72"
"140195";"RACIONIKA батончик мюсли Diet банан 30 г";"1";"67";"84"
"140196";"RACIONIKA батончик мюсли Diet кофе 50 г";"1";"58";"72"
"140197";"RACIONIKA батончик мюсли Иммуно лимон с медом 30 г";"1";"32";"40"
"140199";"RACIONIKA батончик мюсли Light черника 45 г";"1";"59";"74"
"140200";"RACIONIKA батончик мюсли Relax шоколад 35 г";"1";"50";"62"
"140201";"RACIONIKA батончик мюсли Сахар-контроль вишня 50 г";"1";"58";"72"
"140267";"NUTELLA шоколадная паста 180 г";"1";"137";"171"
"140300";"SULA леденцы Лесная Ягода без сахара с витамином С 60 гр";"1";"66";"82"
"140301";"SULA леденцы Эвкалипт без сахара с витамином С 60 гр";"1";"66";"82"
"140303";"LINDT конфеты шоколадные Пралине Швейцарская роскошь 230 г";"1";"1172";"1465"
"140304";"LINDT конфеты Lindor кокос 200 г";"1";"522";"652"
"140306";"БОЛЬШЕВИК пирожное Медвежонок Барни вареная сгущенка 150 г";"1";"97";"121"
"140307";"БОЛЬШЕВИК пирожное Медвежонок Барни молоко 150 г";"1";"97";"121"
"140308";"RACIONIKA батончик мюсли Diet песочное печенье 50 г";"1";"58";"72"
"150010";"ЧИМ ЧИМ набор для приготовления Фунчозы в Устричном Соусе 190 г";"1";"91";"114"
"150013";"ЧИМ ЧИМ вермишель бобовая Фунчоза 200 г";"1";"63";"79"
"150014";"HEINZ соус Соевый классический 150 мл";"1";"148";"185"
"150015";"MIVIMEX соевый соус 200 г";"1";"33";"41"
"150016";"SEN SOY циновка для приготовления суши-роллов";"1";"89";"111"
"150017";"SEN SOY Имбирь маринованный 145 г";"1";"95";"119"
"150018";"SEN SOY Корейская Заправка для Фунчозы 80 г";"1";"32";"40"
"150019";"SEN SOY Корейская Заправка для Моркови 80 г";"1";"32";"40"
"150027";"SEN SOY соевый соус Классический 1 л";"1";"91";"114"
"150029";"SEN SOY соевый соус Классический 250 мл";"1";"42";"52"
"150030";"SEN SOY соевый соус Легкий 250 мл";"1";"42";"52"
"150031";"SEN SOY соевый соус Пряный 250 мл";"1";"42";"52"
"150032";"SEN SOY соевый соус Терияки Премиум 220 мл";"1";"64";"80"
"150033";"SEN SOY соус Chapchae для обжарки лапши 80 г";"1";"45";"56"
"150035";"SEN SOY соус Карри для курицы 120 г";"1";"42";"52"
"150038";"SEN SOY соус Original 150 мл";"1";"83";"104"
"150040";"SEN SOY соус Рыбный для азиатских блюд 220 мл";"1";"86";"108"
"150041";"SEN SOY соус Терияки 120 г";"1";"42";"52"
"150042";"SEN SOY соус Терияки Сладкий для маринования 320 г";"1";"92";"115"
"150043";"SEN SOY соус Терияки Сладкий для обжаривания 320 г";"1";"92";"115"
"150047";"SEN SOY соус Якитори для курицы 120 г";"1";"42";"52"
"150048";"SEN SOY соус Жгучий Чили 310 г";"1";"48";"60"
"150049";"UNCLE BENS соус Терияки 210 г";"1";"78";"98"
"150050";"ЯМЧАН Соус соевый Классический 1 л";"1";"65";"81"
"150051";"МАКФА хлопья 4 Злака 400 г";"1";"36";"45"
"150052";"МАКФА хлопья 5 Злаков 400 г";"1";"38";"48"
"150053";"МАКФА хлопья Геркулес Традиционный 400 г";"1";"32";"40"
"150054";"МАКФА хлопья Гречневые 450 г";"1";"55";"69"
"150055";"МАКФА хлопья Овсяные 400 г";"1";"32";"40"
"150056";"МАКФА хлопья Овсяные с отрубями 400 г";"1";"33";"41"
"150057";"НАЦИОНАЛЬ хлопья Геркулес 450 г";"1";"24";"30"
"150058";"РУССКИЙ ЗАВТРАК хлопья 4 злака крупные 400 г";"1";"39";"49"
"150060";"РУССКИЙ ЗАВТРАК хлопья 4 злака меллкие с отрубями 400 г";"1";"43";"54"
"150061";"РУССКИЙ ЗАВТРАК хлопья 5 злаков мелкие 400 г";"1";"48";"60"
"150062";"РУССКИЙ ЗАВТРАК хлопья Геркулес 400 г";"1";"38";"48"
"150063";"РУССКИЙ ЗАВТРАК хлопья гречневые 400 г";"1";"65";"81"
"150064";"РУССКИЙ ЗАВТРАК хлопья и злаки Баланс веса 240 г";"1";"51";"64"
